cfips,population,year
72103,20274,2019
72105,22782,2019
72107,16882,2019
72109,14150,2019
72111,16383,2019
72113,116766,2019
72115,19299,2019
72117,11750,2019
72119,40957,2019
72121,18580,2019
72123,22370,2019
72125,26259,2019
72127,286179,2019
72129,30647,2019
72131,30818,2019
72133,16997,2019
72135,57066,2019
72137,64317,2019
72139,54493,2019
72141,23792,2019
72143,29772,2019
72145,42989,2019
72147,7051,2019
72149,18113,2019
72151,27598,2019
72153,29819,2019
1001,41831,2020
1003,162430,2020
1005,20346,2020
1007,17868,2020
1009,44177,2020
1011,8202,2020
1013,15459,2020
1015,89902,2020
1017,26820,2020
1019,20567,2020
1021,33283,2020
1023,10425,2020
1025,18998,2020
1027,10559,2020
1029,11500,2020
1031,39127,2020
1033,42887,2020
1035,9863,2020
1037,9005,2020
1039,29161,2020
1041,10749,2020
1043,63741,2020
1045,37749,2020
1047,30249,2020
1049,53720,2020
1051,62973,2020
1053,29000,2020
1055,80658,2020
1057,13023,2020
1059,23736,2020
1061,20635,2020
1063,6564,2020
1065,11406,2020
1067,13537,2020
1069,79966,2020
1071,40935,2020
1073,508234,2020
1075,10868,2020
1077,74063,2020
1079,25939,2020
1081,125085,2020
1083,71640,2020
1085,7906,2020
1087,15643,2020
1089,278365,2020
1091,15070,2020
1093,23649,2020
1095,71491,2020
1097,316322,2020
1099,16592,2020
1101,173272,2020
1103,91738,2020
1105,7417,2020
1107,16296,2020
1109,26864,2020
1111,17660,2020
1113,43855,2020
1115,67308,2020
1117,160650,2020
1119,10463,2020
1121,63217,2020
1123,32062,2020
1125,163037,2020
1127,50140,2020
1129,12940,2020
1131,8167,2020
1133,18883,2020
2013,2937,2020
2016,4787,2020
2020,222915,2020
2050,11593,2020
2060,696,2020
2068,1975,2020
2070,3439,2020
2090,75498,2020
2100,1960,2020
2105,1802,2020
2110,25348,2020
2122,44941,2020
2130,10724,2020
2150,10075,2020
2158,4878,2020
2164,1002,2020
2170,75362,2020
2180,6521,2020
2185,7257,2020
2188,5014,2020
2195,2521,2020
2198,4936,2020
2220,6799,2020
2230,876,2020
2240,5010,2020
2261,7102,2020
2275,1991,2020
2282,502,2020
2290,3917,2020
4001,51691,2020
4003,98483,2020
4005,110570,2020
4007,42551,2020
4009,27546,2020
4011,6865,2020
4012,17288,2020
4013,3211668,2020
4015,169180,2020
4017,79025,2020
4019,801274,2020
4021,321617,2020
4023,33712,2020
4025,186874,2020
4027,154558,2020
5001,13948,2020
5003,15756,2020
5005,33993,2020
5007,189692,2020
5009,28775,2020
5011,8350,2020
5013,4165,2020
5015,21755,2020
5017,8370,2020
5019,18119,2020
5021,11745,2020
5023,20431,2020
5025,6364,2020
5027,18827,2020
5029,16122,2020
5031,79506,2020
5033,46986,2020
5035,35566,2020
5037,12915,2020
5039,5736,2020
5041,8833,2020
5043,14479,2020
5045,93690,2020
5047,13608,2020
5049,9652,2020
5051,78233,2020
5053,13937,2020
5055,33632,2020
5057,16303,2020
5059,26513,2020
5061,9938,2020
5063,28367,2020
5065,11098,2020
5067,13752,2020
5069,54652,2020
5071,19903,2020
5073,5551,2020
5075,12939,2020
5077,7625,2020
5079,11321,2020
5081,9669,2020
5083,16932,2020
5085,53332,2020
5087,12265,2020
5089,13389,2020
5091,33326,2020
5093,31431,2020
5095,5773,2020
5097,7297,2020
5099,6526,2020
5101,6298,2020
5103,18655,2020
5105,7969,2020
5107,14078,2020
5109,8459,2020
5111,18318,2020
5113,15462,2020
5115,49065,2020
5117,6563,2020
5119,301187,2020
5121,13578,2020
5123,20521,2020
5125,90103,2020
5127,7736,2020
5129,6329,2020
5131,96582,2020
5133,12255,2020
5135,13420,2020
5137,9972,2020
5139,30172,2020
5141,13337,2020
5143,171943,2020
5145,60219,2020
5147,5218,2020
5149,16202,2020
6001,1299187,2020
6003,907,2020
6005,32007,2020
6007,181417,2020
6009,37467,2020
6011,15581,2020
6013,871947,2020
6015,21470,2020
6017,148645,2020
6019,698151,2020
6021,20427,2020
6023,109509,2020
6025,128540,2020
6027,14450,2020
6029,625303,2020
6031,109140,2020
6033,50858,2020
6035,26259,2020
6037,7851531,2020
6039,112199,2020
6041,207387,2020
6043,14675,2020
6045,68531,2020
6047,189013,2020
6049,7205,2020
6051,11485,2020
6053,319087,2020
6055,110636,2020
6057,81903,2020
6059,2452994,2020
6061,294358,2020
6063,15636,2020
6065,1769478,2020
6067,1147262,2020
6069,43813,2020
6071,1562561,2020
6073,2576489,2020
6075,753147,2020
6077,530706,2020
6079,230963,2020
6081,604687,2020
6083,344621,2020
6085,1489516,2020
6087,220004,2020
6089,140412,2020
6091,2489,2020
6093,34743,2020
6095,339717,2020
6097,400499,2020
6099,392394,2020
6101,70756,2020
6103,48195,2020
6105,10690,2020
6107,316949,2020
6109,44919,2020
6111,648513,2020
6113,169058,2020
6115,54619,2020
8001,361671,2020
8003,12512,2020
8005,483211,2020
8007,10699,2020
8009,2824,2020
8011,4915,2020
8013,258105,2020
8014,50428,2020
8015,16185,2020
8017,1347,2020
8019,7907,2020
8021,5932,2020
8023,3016,2020
8025,4913,2020
8027,3840,2020
8029,24170,2020
8031,553616,2020
8033,1485,2020
8035,239130,2020
8037,42239,2020
8039,19648,2020
8041,519168,2020
8043,39245,2020
8045,43510,2020
8047,4962,2020
8049,12419,2020
8051,13608,2020
8053,739,2020
8055,5520,2020
8057,1048,2020
8059,454501,2020
8061,1032,2020
8063,5844,2020
8065,6318,2020
8067,44536,2020
8069,270349,2020
8071,11632,2020
8073,4438,2020
8075,17052,2020
8077,116992,2020
8079,745,2020
8081,9679,2020
8083,20110,2020
8085,32178,2020
8087,20838,2020
8089,14036,2020
8091,4032,2020
8093,14383,2020
8095,3209,2020
8097,15035,2020
8099,9021,2020
8101,126983,2020
8103,4802,2020
8105,8692,2020
8107,20248,2020
8109,5056,2020
8111,475,2020
8113,6507,2020
8115,1811,2020
8117,25398,2020
8119,19745,2020
8121,3732,2020
8123,216533,2020
8125,7368,2020
9001,727441,2020
9003,704159,2020
9005,148637,2020
9007,133273,2020
9009,682414,2020
9011,215672,2020
9013,124264,2020
9015,93019,2020
10001,134211,2020
10003,433949,2020
10005,177909,2020
11001,562761,2020
12001,215778,2020
12003,21092,2020
12005,143076,2020
12007,21489,2020
12009,469997,2020
12011,1500346,2020
12013,11357,2020
12015,154789,2020
12017,121714,2020
12019,157913,2020
12021,299554,2020
12023,53954,2020
12027,29254,2020
12029,13386,2020
12031,714286,2020
12033,246269,2020
12035,88403,2020
12037,9817,2020
12039,35931,2020
12041,14053,2020
12043,11234,2020
12045,13422,2020
12047,11552,2020
12049,20010,2020
12051,29334,2020
12053,148796,2020
12055,84428,2020
12057,1063125,2020
12059,15628,2020
12061,125595,2020
12063,39439,2020
12065,11785,2020
12067,6778,2020
12069,269793,2020
12071,588695,2020
12073,234088,2020
12075,32013,2020
12077,6972,2020
12079,14955,2020
12081,303374,2020
12083,283084,2020
12085,131354,2020
12086,2160999,2020
12087,64797,2020
12089,64418,2020
12091,156179,2020
12093,31713,2020
12095,1024120,2020
12097,254624,2020
12099,1166266,2020
12101,406413,2020
12103,798558,2020
12105,518793,2020
12107,57140,2020
12109,183958,2020
12111,243532,2020
12113,132532,2020
12115,352163,2020
12117,358208,2020
12119,112147,2020
12121,34376,2020
12123,17862,2020
12125,12353,2020
12127,433326,2020
12129,25048,2020
12131,52459,2020
12133,19691,2020
13001,13845,2020
13003,6001,2020
13005,8359,2020
13007,2559,2020
13009,36588,2020
13011,14253,2020
13013,56441,2020
13015,78043,2020
13017,12809,2020
13019,14424,2020
13021,115472,2020
13023,9981,2020
13025,14079,2020
13027,12199,2020
13029,25363,2020
13031,59790,2020
13033,16659,2020
13035,18831,2020
13037,5278,2020
13039,39775,2020
13043,8111,2020
13045,88161,2020
13047,50902,2020
13049,10508,2020
13051,224581,2020
13053,8450,2020
13055,19203,2020
13057,180696,2020
13059,102948,2020
13061,2417,2020
13063,200334,2020
13065,4933,2020
13067,564850,2020
13069,32411,2020
13071,33551,2020
13073,109473,2020
13075,12739,2020
13077,105186,2020
13079,9725,2020
13081,17167,2020
13083,13160,2020
13085,18855,2020
13087,20236,2020
13089,568921,2020
13091,16737,2020
13093,11371,2020
13095,68948,2020
13097,104450,2020
13099,7770,2020
13101,3133,2020
13103,42957,2020
13105,15013,2020
13107,16843,2020
13109,7887,2020
13111,20674,2020
13113,85298,2020
13115,74152,2020
13117,157730,2020
13119,17556,2020
13121,791630,2020
13123,24018,2020
13125,2305,2020
13127,65054,2020
13129,42572,2020
13131,18710,2020
13133,13718,2020
13135,654847,2020
13137,34246,2020
13139,145010,2020
13141,7327,2020
13143,21930,2020
13145,26243,2020
13147,20252,2020
13149,8956,2020
13151,162890,2020
13153,112681,2020
13155,7258,2020
13157,48982,2020
13159,10488,2020
13161,10945,2020
13163,12012,2020
13165,6787,2020
13167,7801,2020
13169,21788,2020
13171,14648,2020
13173,7724,2020
13175,35690,2020
13177,21538,2020
13179,44536,2020
13181,6279,2020
13183,13053,2020
13185,87130,2020
13187,26184,2020
13189,16018,2020
13191,11683,2020
13193,10850,2020
13195,22232,2020
13197,6839,2020
13199,16496,2020
13201,4497,2020
13205,17220,2020
13207,21358,2020
13209,7139,2020
13211,14133,2020
13213,29630,2020
13215,147885,2020
13217,78090,2020
13219,27083,2020
13221,11612,2020
13223,113794,2020
13225,21170,2020
13227,24470,2020
13229,14348,2020
13231,13762,2020
13233,30828,2020
13235,9306,2020
13237,17101,2020
13239,1855,2020
13241,13667,2020
13243,5263,2020
13245,154550,2020
13247,66448,2020
13249,3977,2020
13251,10941,2020
13253,6622,2020
13255,49212,2020
13257,19932,2020
13259,5245,2020
13261,23295,2020
13263,5260,2020
13265,1423,2020
13267,20114,2020
13269,6499,2020
13271,13372,2020
13273,6795,2020
13275,33974,2020
13277,30443,2020
13279,19832,2020
13281,9943,2020
13283,5195,2020
13285,52457,2020
13287,6027,2020
13289,6688,2020
13291,19017,2020
13293,20133,2020
13295,53593,2020
13297,67394,2020
13299,27053,2020
13301,4218,2020
13303,15911,2020
13305,22397,2020
13307,1988,2020
13309,6595,2020
13311,23087,2020
13313,76388,2020
13315,7154,2020
13317,7825,2020
13319,6991,2020
13321,15854,2020
15001,154438,2020
15003,776609,2020
15005,71,2020
15007,55646,2020
15009,128764,2020
16001,336905,2020
16003,3282,2020
16005,62446,2020
16007,4362,2020
16009,6961,2020
16011,31264,2020
16013,16959,2020
16015,5880,2020
16017,34176,2020
16019,77354,2020
16021,8809,2020
16023,2015,2020
16025,665,2020
16027,150041,2020
16029,4891,2020
16031,15992,2020
16033,747,2020
16035,7212,2020
16037,3431,2020
16039,19675,2020
16041,8871,2020
16043,9461,2020
16045,13069,2020
16047,11013,2020
16049,13098,2020
16051,18325,2020
16053,16161,2020
16055,117951,2020
16057,31844,2020
16059,6360,2020
16061,2955,2020
16063,3696,2020
16065,28132,2020
16067,14691,2020
16069,31455,2020
16071,3057,2020
16073,8429,2020
16075,16825,2020
16077,5392,2020
16079,10014,2020
16081,8159,2020
16083,60425,2020
16085,8503,2020
16087,7680,2020
17001,51394,2020
17003,4951,2020
17005,13507,2020
17007,39899,2020
17009,5629,2020
17011,26123,2020
17013,3839,2020
17015,11721,2020
17017,9611,2020
17019,169892,2020
17021,26388,2020
17023,12195,2020
17025,10365,2020
17027,29636,2020
17029,42379,2020
17031,4063294,2020
17033,15290,2020
17035,8384,2020
17037,81607,2020
17039,12544,2020
17041,14755,2020
17043,716869,2020
17045,13895,2020
17047,4992,2020
17049,26098,2020
17051,17202,2020
17053,10336,2020
17055,30436,2020
17057,28334,2020
17059,4088,2020
17061,10437,2020
17063,37573,2020
17065,6397,2020
17067,14327,2020
17069,3302,2020
17071,5614,2020
17073,38350,2020
17075,22002,2020
17077,47901,2020
17079,7391,2020
17081,29723,2020
17083,17438,2020
17085,17632,2020
17087,10273,2020
17089,391094,2020
17091,85102,2020
17093,88284,2020
17095,40941,2020
17097,529440,2020
17099,86366,2020
17101,13046,2020
17103,27660,2020
17105,28483,2020
17107,23567,2020
17109,25734,2020
17111,233358,2020
17113,135483,2020
17115,82758,2020
17117,35926,2020
17119,207102,2020
17121,29348,2020
17123,9420,2020
17125,10923,2020
17127,11230,2020
17129,9633,2020
17131,12296,2020
17133,26279,2020
17135,23252,2020
17137,27856,2020
17139,10976,2020
17141,39616,2020
17143,140576,2020
17145,17306,2020
17147,12725,2020
17149,12210,2020
17151,3641,2020
17153,4404,2020
17155,4607,2020
17157,26224,2020
17159,12269,2020
17161,112750,2020
17163,201008,2020
17165,18962,2020
17167,153047,2020
17169,5719,2020
17171,3917,2020
17173,17163,2020
17175,4301,2020
17177,35609,2020
17179,103169,2020
17181,13555,2020
17183,59725,2020
17185,9009,2020
17187,13462,2020
17189,11096,2020
17191,12737,2020
17193,10933,2020
17195,43786,2020
17197,511536,2020
17199,52555,2020
17201,218501,2020
17203,29248,2020
18001,24181,2020
18003,273884,2020
18005,62209,2020
18007,6498,2020
18009,9549,2020
18011,47061,2020
18013,12283,2020
18015,15459,2020
18017,29165,2020
18019,89237,2020
18021,20213,2020
18023,23844,2020
18025,8231,2020
18027,23302,2020
18029,38195,2020
18031,20043,2020
18033,32218,2020
18035,93958,2020
18037,31943,2020
18039,146927,2020
18041,18097,2020
18043,59174,2020
18045,12832,2020
18047,17426,2020
18049,15453,2020
18051,25723,2020
18053,53030,2020
18055,25152,2020
18057,228187,2020
18059,56373,2020
18061,30773,2020
18063,119761,2020
18065,38466,2020
18067,63697,2020
18069,28460,2020
18071,33124,2020
18073,25465,2020
18075,15554,2020
18077,25519,2020
18079,21218,2020
18081,113547,2020
18083,29327,2020
18085,59638,2020
18087,26122,2020
18089,370509,2020
18091,86517,2020
18093,35509,2020
18095,101086,2020
18097,710455,2020
18099,34845,2020
18101,7914,2020
18103,28180,2020
18105,122382,2020
18107,29532,2020
18109,53623,2020
18111,10978,2020
18113,35443,2020
18115,4755,2020
18117,15014,2020
18119,16414,2020
18121,13325,2020
18123,15021,2020
18125,9612,2020
18127,130247,2020
18129,19897,2020
18131,9764,2020
18133,30317,2020
18135,19242,2020
18137,21672,2020
18139,12915,2020
18141,205044,2020
18143,18279,2020
18145,34229,2020
18147,15946,2020
18149,17557,2020
18151,27296,2020
18153,16609,2020
18155,7945,2020
18157,150304,2020
18159,12087,2020
18161,5591,2020
18163,141952,2020
18165,12150,2020
18167,85478,2020
18169,24970,2020
18171,6434,2020
18173,46929,2020
18175,21418,2020
18177,51877,2020
18179,20990,2020
18181,18532,2020
18183,25830,2020
19001,5581,2020
19003,2948,2020
19005,10705,2020
19007,9758,2020
19009,4540,2020
19011,19560,2020
19013,104151,2020
19015,20593,2020
19017,19303,2020
19019,15429,2020
19021,15113,2020
19023,11354,2020
19025,7759,2020
19027,15381,2020
19029,10290,2020
19031,14233,2020
19033,34113,2020
19035,9015,2020
19037,9301,2020
19039,6948,2020
19041,12620,2020
19043,13859,2020
19045,36444,2020
19047,12878,2020
19049,60309,2020
19051,6284,2020
19053,6288,2020
19055,13142,2020
19057,30588,2020
19059,13839,2020
19061,74490,2020
19063,7554,2020
19065,15754,2020
19067,12262,2020
19069,7861,2020
19071,5435,2020
19073,6929,2020
19075,9455,2020
19077,8251,2020
19079,11639,2020
19081,8468,2020
19083,13479,2020
19085,10901,2020
19087,15534,2020
19089,6943,2020
19091,7344,2020
19093,5302,2020
19095,12452,2020
19097,15071,2020
19099,28585,2020
19101,14766,2020
19103,117390,2020
19105,16125,2020
19107,7888,2020
19109,11808,2020
19111,27064,2020
19113,169628,2020
19115,8648,2020
19117,6574,2020
19119,8430,2020
19121,11826,2020
19123,16884,2020
19125,25275,2020
19127,30160,2020
19129,11394,2020
19131,8114,2020
19133,7006,2020
19135,5893,2020
19137,7791,2020
19139,32162,2020
19141,10634,2020
19143,4675,2020
19145,12275,2020
19147,7024,2020
19149,18735,2020
19151,5402,2020
19153,355177,2020
19155,71354,2020
19157,14979,2020
19159,3791,2020
19161,7685,2020
19163,131021,2020
19165,9050,2020
19167,25377,2020
19169,80705,2020
19171,12986,2020
19173,4753,2020
19175,9652,2020
19177,5490,2020
19179,27373,2020
19181,37042,2020
19183,16627,2020
19185,4812,2020
19187,28908,2020
19189,8274,2020
19191,16643,2020
19193,75544,2020
19195,5881,2020
19197,9737,2020
20001,9755,2020
20003,5781,2020
20005,12502,2020
20007,3612,2020
20009,20357,2020
20011,10921,2020
20013,7202,2020
20015,49324,2020
20017,2028,2020
20019,2661,2020
20021,15487,2020
20023,2104,2020
20025,1547,2020
20027,6169,2020
20029,6969,2020
20031,6489,2020
20033,1373,2020
20035,27088,2020
20037,30598,2020
20039,2326,2020
20041,14424,2020
20043,6247,2020
20045,97081,2020
20047,2239,2020
20049,2020,2020
20051,22635,2020
20053,5106,2020
20055,25535,2020
20057,23957,2020
20059,19336,2020
20061,24106,2020
20063,2060,2020
20065,2029,2020
20067,5201,2020
20069,4296,2020
20071,889,2020
20073,4841,2020
20075,1814,2020
20077,4284,2020
20079,26004,2020
20081,2865,2020
20083,1451,2020
20085,10005,2020
20087,14501,2020
20089,2370,2020
20091,439727,2020
20093,2793,2020
20095,5800,2020
20097,1955,2020
20099,15494,2020
20101,1242,2020
20103,60904,2020
20105,2392,2020
20107,7422,2020
20109,2125,2020
20111,25878,2020
20113,22017,2020
20115,9428,2020
20117,7494,2020
20119,3162,2020
20121,24806,2020
20123,4805,2020
20125,25150,2020
20127,4354,2020
20129,2100,2020
20131,7442,2020
20133,12118,2020
20135,2299,2020
20137,4434,2020
20139,12148,2020
20141,2841,2020
20143,4514,2020
20145,5517,2020
20147,4171,2020
20149,16705,2020
20151,7192,2020
20153,1996,2020
20155,48674,2020
20157,3765,2020
20159,7525,2020
20161,62755,2020
20163,3954,2020
20165,2441,2020
20167,5484,2020
20169,42028,2020
20171,3621,2020
20173,378368,2020
20175,15464,2020
20177,135437,2020
20179,1894,2020
20181,4541,2020
20183,2936,2020
20185,3225,2020
20187,1502,2020
20189,3999,2020
20191,17477,2020
20193,6054,2020
20195,2319,2020
20197,5221,2020
20199,1180,2020
20201,4266,2020
20203,1596,2020
20205,6674,2020
20207,2499,2020
20209,118318,2020
21001,15384,2020
21003,15783,2020
21005,16840,2020
21007,6307,2020
21009,33251,2020
21011,9156,2020
21013,21354,2020
21015,94884,2020
21017,15563,2020
21019,37853,2020
21021,23882,2020
21023,6248,2020
21025,10415,2020
21027,15453,2020
21029,61589,2020
21031,9902,2020
21033,9871,2020
21035,31724,2020
21037,72645,2020
21039,3787,2020
21041,7942,2020
21043,21142,2020
21045,12224,2020
21047,52572,2020
21049,27787,2020
21051,16224,2020
21053,7836,2020
21055,7101,2020
21057,5262,2020
21059,75534,2020
21061,9831,2020
21063,6117,2020
21065,11263,2020
21067,251730,2020
21069,10923,2020
21071,28982,2020
21073,39743,2020
21075,4852,2020
21077,6550,2020
21079,13479,2020
21081,18120,2020
21083,28250,2020
21085,19931,2020
21087,8690,2020
21089,28079,2020
21091,6478,2020
21093,81349,2020
21095,20935,2020
21097,14391,2020
21099,14014,2020
21101,35513,2020
21103,12078,2020
21105,3672,2020
21107,35109,2020
21109,10318,2020
21111,594943,2020
21113,39534,2020
21115,17758,2020
21117,125050,2020
21119,12335,2020
21121,23991,2020
21123,10987,2020
21125,46194,2020
21127,12049,2020
21129,5345,2020
21131,8189,2020
21133,17762,2020
21135,10505,2020
21137,18655,2020
21139,7273,2020
21141,20443,2020
21143,6982,2020
21145,50830,2020
21147,13784,2020
21149,7044,2020
21151,70867,2020
21153,9789,2020
21155,14534,2020
21157,24783,2020
21159,9510,2020
21161,13266,2020
21163,21691,2020
21165,5043,2020
21167,16739,2020
21169,7677,2020
21171,8280,2020
21173,21050,2020
21175,10805,2020
21177,24712,2020
21179,34410,2020
21181,5432,2020
21183,18170,2020
21185,48606,2020
21187,8119,2020
21189,3557,2020
21191,11166,2020
21193,20892,2020
21195,47922,2020
21197,9391,2020
21199,49854,2020
21201,1746,2020
21203,13123,2020
21205,19793,2020
21207,13735,2020
21209,39847,2020
21211,35666,2020
21213,13619,2020
21215,14100,2020
21217,19693,2020
21219,9036,2020
21221,11193,2020
21223,6691,2020
21225,11877,2020
21227,97677,2020
21229,9194,2020
21231,16294,2020
21233,10099,2020
21235,27213,2020
21237,5543,2020
21239,20216,2020
22001,46022,2020
22003,19875,2020
22005,88234,2020
22007,17661,2020
22009,31178,2020
22011,27673,2020
22013,10551,2020
22015,94482,2020
22017,188558,2020
22019,150266,2020
22021,7678,2020
22023,5366,2020
22025,7712,2020
22027,13219,2020
22029,15201,2020
22031,20600,2020
22033,342684,2020
22035,5854,2020
22037,15880,2020
22039,25036,2020
22041,15135,2020
22043,17654,2020
22045,53551,2020
22047,25898,2020
22049,12412,2020
22051,339491,2020
22053,23405,2020
22055,183015,2020
22057,75180,2020
22059,11476,2020
22061,37825,2020
22063,102035,2020
22065,8715,2020
22067,19698,2020
22069,29670,2020
22071,310908,2020
22073,116545,2020
22075,17239,2020
22077,17221,2020
22079,98639,2020
22081,6536,2020
22083,15566,2020
22085,18308,2020
22087,33372,2020
22089,39601,2020
22091,8138,2020
22093,16462,2020
22095,32636,2020
22097,60783,2020
22099,40562,2020
22101,39152,2020
22103,190834,2020
22105,98332,2020
22107,3544,2020
22109,83714,2020
22111,17459,2020
22113,44380,2020
22115,38095,2020
22117,35248,2020
22119,30599,2020
22121,19556,2020
22123,8563,2020
22125,12838,2020
22127,11422,2020
23001,83915,2020
23003,55631,2020
23005,235254,2020
23007,24544,2020
23009,45059,2020
23011,97720,2020
23013,32604,2020
23015,28366,2020
23017,46425,2020
23019,123712,2020
23021,13972,2020
23023,28541,2020
23025,40818,2020
23027,31920,2020
23029,25668,2020
23031,164003,2020
24001,59367,2020
24003,440594,2020
24005,648871,2020
24009,69572,2020
24011,25061,2020
24013,130566,2020
24015,78933,2020
24017,119324,2020
24019,25409,2020
24021,190118,2020
24023,23730,2020
24025,194377,2020
24027,237984,2020
24029,16451,2020
24031,796524,2020
24033,702592,2020
24035,38574,2020
24037,84080,2020
24039,21373,2020
24041,30359,2020
24043,116676,2020
24045,79668,2020
24047,42574,2020
24510,486481,2020
25001,180577,2020
25003,105195,2020
25005,442308,2020
25007,14031,2020
25009,611927,2020
25011,58375,2020
25013,366213,2020
25015,136824,2020
25017,1273978,2020
25019,8770,2020
25021,549343,2020
25023,399612,2020
25025,657597,2020
25027,645546,2020
26001,9019,2020
26003,7796,2020
26005,86894,2020
26007,23144,2020
26009,18872,2020
26011,12408,2020
26013,6956,2020
26015,46562,2020
26017,83138,2020
26019,14284,2020
26021,120560,2020
26023,33398,2020
26025,103326,2020
26027,40642,2020
26029,21067,2020
26031,21117,2020
26033,30790,2020
26035,24551,2020
26037,60151,2020
26039,11339,2020
26041,28899,2020
26043,20455,2020
26045,85949,2020
26047,26471,2020
26049,315261,2020
26051,20404,2020
26053,13031,2020
26055,72891,2020
26057,32782,2020
26059,35680,2020
26061,29011,2020
26063,25431,2020
26065,231330,2020
26067,49146,2020
26069,21044,2020
26071,9395,2020
26073,58459,2020
26075,124199,2020
26077,204409,2020
26079,13778,2020
26081,484557,2020
26083,1791,2020
26085,9829,2020
26087,69406,2020
26089,18047,2020
26091,77346,2020
26093,146727,2020
26095,5306,2020
26097,9062,2020
26099,682202,2020
26101,20134,2020
26103,54815,2020
26105,22954,2020
26107,35179,2020
26109,18861,2020
26111,65384,2020
26113,11533,2020
26115,116875,2020
26117,48901,2020
26119,7870,2020
26121,132477,2020
26123,37170,2020
26125,981690,2020
26127,20280,2020
26129,17049,2020
26131,5217,2020
26133,17942,2020
26135,6708,2020
26137,19226,2020
26139,214644,2020
26141,10732,2020
26143,20224,2020
26145,151071,2020
26147,125445,2020
26149,45775,2020
26151,32346,2020
26153,6633,2020
26155,53649,2020
26157,42093,2020
26159,57401,2020
26161,296403,2020
26163,1341036,2020
26165,25361,2020
27001,13179,2020
27003,263648,2020
27005,25496,2020
27007,34476,2020
27009,29785,2020
27011,3977,2020
27013,53245,2020
27015,19668,2020
27017,27473,2020
27019,73034,2020
27021,22870,2020
27023,9221,2020
27025,42070,2020
27027,47647,2020
27029,6622,2020
27031,4495,2020
27033,8616,2020
27035,49847,2020
27037,314944,2020
27039,15092,2020
27041,29228,2020
27043,10831,2020
27045,15786,2020
27047,23845,2020
27049,35786,2020
27051,4614,2020
27053,962147,2020
27055,14614,2020
27057,16453,2020
27059,29586,2020
27061,35660,2020
27063,7841,2020
27065,12535,2020
27067,32320,2020
27069,3394,2020
27071,10258,2020
27073,5459,2020
27075,8710,2020
27077,3106,2020
27079,21255,2020
27081,4397,2020
27083,19331,2020
27085,27471,2020
27087,3778,2020
27089,7251,2020
27091,15656,2020
27093,17467,2020
27095,19488,2020
27097,25209,2020
27099,29663,2020
27101,6580,2020
27103,26351,2020
27105,15967,2020
27107,5024,2020
27109,115279,2020
27111,45397,2020
27113,10867,2020
27115,23249,2020
27117,6895,2020
27119,24035,2020
27121,8682,2020
27123,415003,2020
27125,3023,2020
27127,11593,2020
27129,11345,2020
27131,51268,2020
27133,7059,2020
27135,11688,2020
27137,161751,2020
27139,102967,2020
27141,68146,2020
27143,11352,2020
27145,120678,2020
27147,27404,2020
27149,7733,2020
27151,7292,2020
27153,18631,2020
27155,2644,2020
27157,16862,2020
27159,10239,2020
27161,14383,2020
27163,190297,2020
27165,8307,2020
27167,4953,2020
27169,41579,2020
27171,95095,2020
27173,7589,2020
28001,24943,2020
28003,28417,2020
28005,9876,2020
28007,13842,2020
28009,6453,2020
28011,24447,2020
28013,11085,2020
28015,8160,2020
28017,12972,2020
28019,6477,2020
28021,7128,2020
28023,12327,2020
28025,15190,2020
28027,17264,2020
28029,22009,2020
28031,14313,2020
28033,130054,2020
28035,58008,2020
28037,5894,2020
28039,17412,2020
28041,10998,2020
28043,16207,2020
28045,36714,2020
28047,153625,2020
28049,182137,2020
28051,13346,2020
28053,6265,2020
28055,1128,2020
28057,18346,2020
28059,108191,2020
28061,12751,2020
28063,5658,2020
28065,9157,2020
28067,50979,2020
28069,8158,2020
28071,43749,2020
28073,45769,2020
28075,58947,2020
28077,9540,2020
28079,16777,2020
28081,63163,2020
28083,21521,2020
28085,26056,2020
28087,45261,2020
28089,77225,2020
28091,19335,2020
28093,28067,2020
28095,27646,2020
28097,7871,2020
28099,21165,2020
28101,16061,2020
28103,8096,2020
28105,40821,2020
28107,25585,2020
28109,42694,2020
28111,9219,2020
28113,29298,2020
28115,22872,2020
28117,19627,2020
28119,5583,2020
28121,115265,2020
28123,20866,2020
28125,3411,2020
28127,20471,2020
28129,12179,2020
28131,14316,2020
28133,20447,2020
28135,11485,2020
28137,21835,2020
28139,16565,2020
28141,15195,2020
28143,7150,2020
28145,21192,2020
28147,11141,2020
28149,35566,2020
28151,34737,2020
28153,15349,2020
28155,7479,2020
28157,7059,2020
28159,14103,2020
28161,9581,2020
28163,21183,2020
29001,20794,2020
29003,13391,2020
29005,4256,2020
29007,19750,2020
29009,27442,2020
29011,8986,2020
29013,12461,2020
29015,15657,2020
29017,9579,2020
29019,140599,2020
29021,68728,2020
29023,32649,2020
29025,6866,2020
29027,35353,2020
29029,37064,2020
29031,61568,2020
29033,6837,2020
29035,4653,2020
29037,77387,2020
29039,10571,2020
29041,5815,2020
29043,62573,2020
29045,5226,2020
29047,180555,2020
29049,15624,2020
29051,59384,2020
29053,13760,2020
29055,18662,2020
29057,6002,2020
29059,12513,2020
29061,6169,2020
29063,10488,2020
29065,11965,2020
29067,10518,2020
29069,22570,2020
29071,78918,2020
29073,11618,2020
29075,5030,2020
29077,227966,2020
29079,7709,2020
29081,6457,2020
29083,16910,2020
29085,7797,2020
29087,3547,2020
29089,7860,2020
